second,count,mean,min,max,sd,fieldname
1,23,124.6588,53.5269,208.0666,42.6575,intronote
2,25,112.4288,59.6186,155.7505,29.518,consent
3,25,85.4638,43.8236,134.3372,23.7905,consent
4,25,102.4452,47.5192,178.1489,38.4871,
