second,count,mean,min,max,sd,fieldname
1,22,38.6094,-7.27,49.72,15.6043,intronote
2,25,46.4576,41.1361,51.5444,2.6877,consent
3,25,46.7656,42.8152,52.9375,2.6566,consent
4,25,44.9246,37.3417,51.3399,3.7503,
