second,count,mean,min,max,sd,fieldname
1,8,20.5,18,22,2.0702,intronote
2,15,21.8,21,23,0.6761,consent
3,13,20.6154,17,23,2.2188,consent
4,13,22.3077,21,24,1.0316,
